Gene,cond1,cond2,cond3,cond4,cond5,cond6,cond7,cond8,cond9,cond10,cond11,cond12,cond13,cond14,cond15,cond16,cond17
YCL014W,69,69,0,69,139,161,195,195,161,0,69,69,110,139,110,69,110
YCL016C,195,208,195,195,161,208,179,195,195,110,161,161,208,161,179,179,161
YCL018W,333,374,387,393,395,393,429,391,378,399,406,393,399,425,448,449,419
YCL019W,208,208,248,230,230,179,289,195,179,240,248,208,220,240,294,230,322
YCL020W,361,314,318,333,350,314,350,326,318,256,330,309,322,326,326,294,350
YCL021W,333,309,256,256,230,208,208,195,208,139,161,195,220,208,220,195,179
YCL022C,110,69,195,139,69,69,69,0,69,161,208,195,139,69,69,0,69
YCL024W,69,110,179,110,69,69,69,69,69,69,179,179,161,0,69,0,69
YCL025C,230,195,110,220,256,277,283,318,326,277,318,340,361,330,350,356,337
YCL026C-A,0,69,0,69,69,69,69,69,0,0,0,0,69,0,69,0,0
YCL027W,139,110,110,69,0,0,69,0,0,0,69,69,69,0,69,0,110
YCL030C,248,343,347,361,378,361,369,343,318,294,340,337,366,383,401,406,381
YCL031C,283,340,330,318,309,326,347,326,314,277,314,309,318,318,330,330,294
YCL032W,208,139,179,179,208,208,230,220,220,139,195,220,208,179,179,161,208
YCL033C,406,347,343,330,318,300,304,318,314,309,333,353,337,314,314,309,330
YCL034W,289,230,240,289,330,294,283,289,283,248,271,294,304,289,283,271,289
YCL038C,208,179,161,195,179,220,248,256,264,220,208,195,208,139,208,195,220
YCL040W,356,248,179,220,240,220,195,248,271,289,340,326,300,294,294,277,340
YCL041C,110,110,69,110,69,69,69,69,69,0,69,0,0,0,69,0,0
YCL042W,195,69,0,69,69,0,0,69,69,0,110,110,139,69,69,69,69
YCL046W,139,0,110,139,69,110,161,110,161,0,139,161,179,110,69,69,110
YCL047C,333,240,195,195,220,208,220,230,240,195,230,248,240,208,208,195,230
YCL048W,110,69,0,69,69,0,0,69,69,0,0,0,0,69,0,69,0
YCL052C,264,240,179,230,230,230,230,264,271,161,240,240,248,161,220,195,230
YCL053C,283,358,309,326,326,304,326,322,314,248,294,283,300,309,333,289,271
YCL054W,248,330,300,294,289,314,314,314,314,230,283,271,300,294,304,277,283
YCL055W,139,179,161,139,69,161,139,139,139,110,139,139,161,110,139,110,139
YCL056C,300,322,318,314,277,300,326,294,304,289,294,289,304,277,326,330,277
YCL057W,195,240,208,179,179,240,220,230,240,195,230,230,230,179,240,220,179
YCL058C,208,256,248,220,220,248,277,220,230,230,208,208,208,220,264,240,195
YCL059C,289,289,309,300,340,309,337,326,314,264,294,318,294,300,314,271,322
YCL060C,110,69,161,161,110,69,69,69,69,69,139,161,161,69,69,0,69
YCL061C,110,69,161,161,139,110,110,110,110,69,179,179,179,69,69,0,110
YCL063W,161,179,139,208,248,248,248,277,240,110,161,179,230,179,195,179,179
YCL066W,318,347,289,256,271,277,283,322,314,256,289,277,271,256,294,283,309
YCL073C,110,69,69,69,0,0,0,0,0,0,0,0,69,0,69,69,0
YCLX01W,350,333,322,304,343,322,318,333,322,314,300,314,283,277,289,264,309
YCLX06C,240,248,256,256,220,208,230,220,230,283,230,240,230,220,264,195,230
YCLX09W,195,179,139,179,208,248,264,289,289,195,277,294,340,304,309,314,289
YCLX10C,294,361,371,364,395,401,416,395,387,429,403,399,393,422,448,452,452
YCLX11W,304,300,371,353,371,361,389,358,356,389,378,371,364,389,404,406,364
YCLX12W,161,139,139,179,179,161,161,139,179,69,139,161,179,139,139,139,139
YCR001W,179,69,69,110,69,69,110,110,139,0,69,69,110,0,110,69,69
YCR005C,294,230,179,195,179,179,220,300,322,264,294,322,330,277,277,230,240
YCR007C,248,195,110,139,139,110,110,139,69,0,69,69,110,69,110,69,110
YCR008W,220,248,208,230,230,248,248,230,240,195,208,208,248,195,240,220,220
YCR011C,240,240,230,220,195,256,264,248,277,271,277,277,300,271,294,300,264
YCR012W,387,414,451,395,391,399,451,399,397,494,458,428,409,462,495,475,448
YCR013C,455,422,469,441,488,423,461,453,436,528,490,498,442,494,509,491,518
YCR014C,208,110,110,161,195,179,179,179,195,161,161,179,179,161,161,110,195
YCR015C,161,110,69,110,110,139,110,139,139,69,110,110,139,69,110,110,110
YCR018C,330,330,318,309,264,248,220,248,240,195,220,240,240,248,264,240,271
YCR021C,240,69,69,110,69,110,69,110,69,0,69,69,110,110,110,110,110
YCR022C,0,69,69,69,69,69,69,69,69,0,0,0,0,0,0,0,0
YCR024C,220,110,69,161,161,179,179,161,195,110,161,161,195,139,179,161,179
YCR025C,139,69,69,139,69,69,0,69,69,0,0,69,69,0,69,0,0
YCR028C,139,110,69,110,110,139,110,161,139,69,110,110,139,69,69,69,110
YCR029C,248,256,179,195,248,256,256,277,283,304,300,289,248,271,277,240,318
YCR031C,417,445,449,443,450,413,462,430,414,483,464,438,423,458,500,480,443
YCR032W,139,179,69,110,110,179,139,161,139,110,110,110,139,110,69,110,110
YCR034W,256,314,364,350,337,356,389,340,337,318,343,340,353,343,369,358,318
YCR036W,294,220,220,256,289,271,277,271,256,208,240,264,248,240,240,230,256
YCR037C,208,110,139,195,208,230,220,208,220,110,161,161,208,139,179,161,161
YCR038C,139,69,0,69,0,69,0,69,110,0,0,0,110,0,69,69,69
YCR041W,330,343,283,277,264,277,326,333,333,300,304,283,294,283,333,322,300
YCR042C,230,240,161,139,139,179,220,271,271,230,230,195,179,179,230,195,240
YCR043C,264,309,294,294,264,322,330,322,326,283,289,294,289,283,333,277,300
YCR044C,195,179,139,179,139,195,139,179,220,161,220,179,248,220,230,230,208
YCR047C,230,322,340,300,264,283,300,271,248,195,230,230,256,240,220,230,208
YCR049C,69,69,69,110,161,110,110,110,110,69,139,139,110,69,110,0,110
YCR051W,309,314,340,326,337,309,304,322,304,326,283,300,283,294,283,271,300
YCR056W,110,110,110,139,69,69,69,110,110,0,69,69,110,69,69,0,69
YCR057C,139,195,161,161,139,161,161,179,139,69,69,110,139,110,110,69,69
YCR058C,110,139,139,139,69,110,110,110,110,0,69,69,110,69,69,0,0
YCR059C,300,358,358,333,314,318,333,340,330,330,309,304,318,353,347,356,326
YCR060W,366,395,399,353,343,358,371,343,333,340,337,337,330,340,347,361,337
YCR061W,139,69,69,69,69,69,69,69,110,69,110,139,139,110,139,110,110
YCR062W,240,161,161,220,220,220,208,208,220,179,195,195,220,208,195,208,195
YCR063W,110,69,0,69,110,110,110,110,110,69,69,69,110,69,69,69,69
YCR065W,139,195,240,230,208,208,161,179,161,161,208,220,230,179,139,139,139
YCR066W,139,110,69,139,110,139,69,161,161,69,69,110,139,110,110,69,110
YCR072C,208,277,248,230,208,264,248,248,240,195,179,179,230,220,220,230,208
YCR073C,161,179,195,208,208,271,264,220,208,161,195,195,208,195,208,208,195
YCR074C,230,179,195,208,139,179,195,161,195,110,161,195,220,161,161,139,139
YCR075C,195,69,179,208,195,195,179,161,161,110,195,208,208,195,195,161,161
YCR079W,179,110,139,161,139,139,110,161,139,110,139,139,161,139,110,110,110
YCR081W,110,139,69,110,69,110,69,110,110,0,69,69,110,69,69,69,69
YCR083W,343,340,294,283,248,256,230,283,283,277,277,248,248,271,277,264,277
YCR085W,110,139,110,161,208,230,195,179,139,69,69,110,139,161,161,139,69
YCR086W,195,220,220,230,230,271,230,208,195,161,139,161,230,230,220,220,161
YCR087W,322,406,416,378,343,378,413,374,366,356,350,340,337,369,395,393,340
YCR090C,350,314,318,318,333,326,340,337,340,326,326,340,314,309,337,304,350
YCR091W,69,0,0,0,0,0,0,69,69,0,0,0,69,0,0,0,0
YCR094W,139,110,69,110,110,139,110,161,139,69,69,110,139,110,110,69,69
YCR096C,403,393,361,358,391,358,369,397,389,389,413,399,361,416,430,401,416
YCR098C,69,256,179,110,0,69,0,69,110,0,69,110,161,110,161,161,139
YCR099C,69,69,0,69,69,139,139,110,110,69,110,110,110,110,139,161,139
YCR102C,208,139,139,179,220,179,195,195,208,161,230,240,230,208,161,179,230
YCR107W,110,139,0,110,139,139,110,139,139,0,69,69,110,69,69,69,69
YCRX07W,179,110,179,161,161,139,139,139,139,110,139,161,161,139,139,69,110
YCRX15W,69,0,0,69,69,0,69,69,69,0,69,69,69,0,0,0,0
YCRX16C,271,356,369,322,309,337,350,333,322,333,300,283,283,294,322,330,309
YDL002C,271,271,256,264,271,271,248,277,271,240,264,264,264,248,248,240,264
YDL003W,220,343,417,383,318,304,271,248,230,330,401,385,347,318,294,248,271
YDL004W,318,330,289,326,366,353,333,353,337,350,366,356,322,350,343,322,347
YDL006W,179,208,240,230,179,230,195,195,208,179,208,208,240,195,195,179,179
YDL008W,277,326,300,283,256,289,304,277,283,240,264,271,283,283,300,304,277
YDL009C,356,358,420,391,387,364,364,333,343,350,401,393,376,374,378,361,330
YDL010W,283,240,343,330,304,271,256,256,271,277,318,330,322,271,256,230,248
YDL011C,179,139,248,248,230,208,161,179,195,179,240,256,230,179,161,139,161
YDL012C,376,387,378,374,413,376,385,385,369,366,366,376,369,371,374,391,358
YDL013W,161,139,110,139,139,139,139,161,161,69,110,139,161,110,110,110,139
YDL018C,248,294,343,314,208,240,208,179,220,248,300,294,300,248,230,220,220
YDL021W,277,69,0,69,69,69,0,0,69,0,69,110,110,0,69,0,69
YDL022W,326,208,110,139,161,161,161,179,220,230,240,264,240,195,195,195,220
YDL023C,294,208,110,161,161,161,161,161,208,179,230,248,248,195,179,195,179
YDL025C,248,161,161,195,161,195,110,195,220,161,195,220,230,195,161,161,195
YDL027C,208,195,139,179,139,179,110,179,195,139,208,208,208,179,179,139,179
YDL030W,139,195,161,161,139,195,179,179,179,69,110,139,179,161,161,161,139
YDL031W,220,343,340,277,256,304,330,277,271,300,256,248,264,271,289,277,264
YDL034W,110,69,69,110,110,69,110,110,110,69,69,110,161,69,69,69,69
YDL035C,220,139,195,220,195,195,161,195,195,179,179,179,208,161,179,161,179
YDL038C,304,309,69,69,69,139,110,179,179,69,69,0,69,0,69,69,69
YDL039C,366,387,161,161,179,208,208,248,256,161,195,161,161,139,179,195,179
YDL042C,195,220,208,179,161,179,139,161,179,139,161,161,161,161,110,179,139
YDL043C,220,264,220,195,179,230,240,240,240,179,208,208,195,195,208,208,220
YDL045C,283,195,208,230,240,230,220,230,240,195,230,240,248,208,208,208,220
YDL047W,300,256,289,309,294,300,289,300,300,318,309,314,294,283,289,248,300
YDL048C,248,110,110,179,220,230,230,240,230,110,139,161,161,110,161,195,220
YDL051W,356,395,391,389,376,364,383,374,371,347,369,358,337,371,387,337,356
YDL055C,337,383,422,404,376,374,411,353,343,366,408,395,383,391,432,403,364
YDL057W,208,110,69,110,110,110,69,110,110,69,110,139,139,69,110,110,110
YDL058W,240,195,220,240,283,271,256,264,256,208,240,248,256,220,230,179,240
YDL059C,240,179,161,220,248,230,161,179,179,139,179,195,220,195,195,179,208
YDL061C,414,408,441,438,429,401,436,414,404,484,444,439,413,441,472,436,443
YDL062W,110,161,110,139,110,139,161,161,139,0,69,110,161,110,110,69,69
YDL063C,230,289,220,256,256,271,271,294,289,161,220,230,256,230,230,220,208
YDL069C,240,161,161,195,220,208,195,195,208,139,179,208,208,179,195,161,195
YDL070W,326,271,333,350,369,340,343,340,333,326,333,353,343,322,356,300,366
YDL071C,0,0,0,69,69,69,0,0,69,0,0,0,69,0,0,0,0
YDL075W,413,437,445,434,439,401,437,411,404,494,457,441,404,450,477,454,429
YDL076C,256,294,248,283,256,289,294,277,271,195,256,264,294,277,277,271,264
YDL077C,161,161,161,161,110,195,161,139,179,161,161,161,179,139,139,139,139
YDL079C,230,161,161,139,179,179,179,179,195,139,179,179,179,179,161,139,179
YDL081C,426,404,420,428,449,403,426,417,403,496,453,449,397,454,466,436,454
YDL082W,413,406,436,425,442,399,422,416,397,461,437,433,397,429,434,428,432
YDL083C,434,434,448,451,466,422,444,441,420,507,465,458,422,460,470,462,469
YDL086W,330,330,271,271,248,248,220,271,294,294,300,294,283,309,309,304,300
YDL092W,371,337,371,353,383,358,374,366,369,353,366,366,347,353,385,356,378
YDL093W,208,161,240,256,230,220,208,195,195,139,208,230,220,179,179,161,139
YDL096C,69,0,69,110,0,69,0,69,69,0,69,110,139,0,0,0,0
YDL098C,208,208,139,179,161,161,139,179,161,69,139,161,139,110,139,139,139
YDL099W,300,309,277,283,294,283,283,283,289,271,304,309,277,314,300,277,309
YDL102W,139,230,248,208,139,195,179,161,179,139,179,179,195,139,139,139,139
YDL103C,240,283,309,277,256,264,240,240,248,230,277,277,264,240,220,248,248
YDL105W,139,110,179,139,139,110,110,69,69,139,161,161,110,69,69,69,110
YDL109C,110,69,0,0,69,69,0,69,69,0,0,0,0,0,0,0,0
YDL110C,361,304,230,264,271,294,256,277,309,314,333,337,318,322,309,304,347
YDL113C,139,69,0,69,110,139,139,161,161,69,139,139,161,139,139,139,139
YDL116W,248,240,230,248,220,277,248,248,230,208,230,220,271,283,240,256,208
YDL118W,110,0,0,0,69,69,110,69,110,69,139,139,139,110,69,0,110
YDL119C,264,161,139,161,195,208,195,195,208,179,240,264,230,195,179,179,208
YDL124W,381,343,264,264,283,277,248,277,283,271,300,300,294,256,256,283,300
YDL127W,195,304,314,230,220,230,179,161,230,248,318,277,248,230,195,195,195
YDL129W,110,161,161,139,110,139,139,110,110,0,110,69,110,139,139,139,69
YDL130W,486,463,502,480,515,452,493,465,439,559,518,513,455,517,524,498,514
YDL136W,436,454,445,445,469,413,439,442,419,505,474,455,413,463,483,456,481
YDL140C,353,374,361,356,378,358,385,353,347,343,374,353,356,395,389,381,337
YDL141W,110,110,139,139,139,179,179,161,161,110,110,110,161,139,139,139,69
YDL142C,179,69,69,139,110,161,161,161,179,69,161,161,161,139,139,139,139
YDL143W,309,283,304,300,309,294,318,300,304,289,304,309,294,277,304,277,300
YDL146W,161,69,0,69,110,110,69,110,110,0,69,69,110,69,69,69,110
YDL150W,220,283,256,256,220,264,248,277,271,220,240,240,256,256,240,230,248
YDL151C,161,220,179,179,110,179,179,195,195,69,139,110,179,161,139,139,110
YDL152W,161,220,208,208,139,179,220,179,208,0,139,161,220,220,195,179,139
YDL153C,289,369,376,347,318,353,361,333,330,304,309,314,330,347,340,350,333
YDL154W,110,161,161,139,69,161,139,110,139,69,110,139,139,110,110,139,110
YDL156W,110,69,195,139,69,69,69,69,110,110,161,161,139,110,69,69,69
YDL157C,366,326,369,387,347,326,340,309,326,318,340,356,340,340,347,289,326
YDL158C,277,283,326,343,300,289,283,264,283,230,289,304,283,283,289,240,256
YDL160C,220,230,179,208,271,277,264,283,256,220,230,240,256,264,220,256,240
YDL164C,220,271,343,300,230,240,220,195,220,283,330,304,283,271,230,208,220
YDL166C,277,353,356,333,300,353,337,318,326,289,309,322,330,343,333,347,333
YDL167C,230,309,289,271,248,289,300,264,271,208,240,230,271,264,271,283,248
YDL168W,248,195,230,195,179,195,208,179,208,139,179,208,208,179,161,110,179
YDL169C,220,69,0,0,69,0,0,0,69,69,110,69,0,0,0,0,69
YDL174C,318,271,230,230,208,220,195,208,230,179,230,230,240,240,240,248,240
YDL175C,161,179,139,179,110,161,139,179,179,69,110,139,139,110,110,110,139
YDL179W,208,179,161,208,208,264,179,161,314,309,333,294,300,248,220,248,289
YDL181W,230,208,208,179,195,264,248,195,256,304,271,271,248,248,248,264,309
YDL182W,436,448,448,432,466,428,448,439,433,465,445,439,419,460,442,453,455
YDL186W,240,230,179,230,248,230,195,220,179,69,161,161,179,161,161,161,139
YDL187C,195,208,161,220,195,208,161,161,161,69,110,110,139,110,69,69,110
YDL189W,256,309,264,277,283,300,294,294,294,220,277,283,277,289,264,240,248
YDL191W,453,484,498,468,489,460,490,464,448,544,504,480,457,500,518,518,516
YDL192W,403,438,463,436,433,422,449,417,414,471,449,441,423,471,474,475,455
YDL197C,248,220,289,283,248,240,195,195,208,195,248,256,240,208,195,161,195
YDL198C,277,277,264,309,322,337,326,314,318,271,314,330,350,356,364,374,356
YDL199C,110,69,0,69,69,69,0,69,69,0,69,69,69,69,0,0,110
YDL202W,289,318,240,248,264,300,283,294,294,256,304,289,283,294,277,283,300
YDL204W,179,139,110,110,69,139,110,110,139,110,139,139,161,139,139,161,161
YDL205C,139,139,139,139,110,179,179,161,179,110,161,161,179,195,139,161,161
YDL206W,69,69,69,69,0,69,69,69,69,69,69,69,110,69,69,69,69
YDL208W,437,442,464,453,474,423,462,437,426,482,463,461,423,470,480,469,461
YDL210W,161,69,69,69,69,69,0,69,69,69,69,69,69,69,69,69,69
YDL211C,69,69,110,139,110,161,69,69,110,0,139,139,161,110,69,0,69
YDL215C,248,271,208,220,208,256,230,240,240,161,195,208,220,230,230,220,230
YDL216C,0,0,0,0,0,69,69,0,69,0,0,0,69,0,0,0,0
YDL219W,294,294,361,326,283,294,322,264,283,277,304,309,309,314,314,318,294
YDL221W,139,110,139,110,110,110,110,110,110,161,161,161,110,139,110,110,110
YDL222C,110,69,69,69,0,0,0,0,0,0,0,0,0,69,69,0,0
YDL227C,0,110,300,220,69,139,139,110,69,220,326,304,248,230,161,110,139
YDL228C,395,426,432,416,448,414,443,425,416,483,455,443,413,462,474,478,450
YDL229W,465,481,496,462,491,442,495,456,434,506,508,457,452,515,525,506,507
YDL230W,220,195,195,230,208,240,230,195,220,161,208,208,230,230,220,240,195
YDL231C,208,271,248,220,248,283,264,248,240,208,220,240,240,248,240,264,240
YDL232W,378,393,401,391,411,395,422,381,381,369,401,391,387,419,423,426,389
YDL233W,139,69,69,110,139,110,139,139,139,69,110,110,110,69,69,69,110
YDL234C,230,139,139,195,208,208,195,208,208,139,179,208,208,161,179,161,195
YDL239C,208,139,69,110,110,139,110,161,161,110,139,139,161,139,139,139,139
YDL240W,69,69,69,139,139,179,139,161,161,69,110,110,179,161,139,139,110
YDL242W,69,110,110,110,69,69,69,69,69,0,0,0,69,0,0,69,0
YDL243C,322,330,309,283,271,289,277,289,277,230,277,271,283,294,271,300,283
YDL244W,277,283,256,240,230,240,220,208,208,139,195,179,208,220,208,240,179
YDL245C,69,0,69,110,69,69,110,69,110,0,69,69,110,0,69,0,69
YDL246C,230,139,139,161,161,161,139,139,139,110,139,161,161,139,139,110,139
YDL247W,179,110,110,110,110,139,110,110,110,0,69,69,69,69,69,69,69
YDL248W,69,0,69,69,0,69,69,69,69,0,69,69,69,0,0,0,69
YDR004W,110,139,179,139,69,139,110,110,139,0,110,110,139,110,110,110,139
YDR006C,248,294,256,248,248,283,271,248,264,230,240,240,248,230,230,256,240
YDR009W,139,69,69,69,69,69,69,69,69,0,0,69,0,0,0,0,69
YDR011W,294,220,220,271,318,330,347,350,361,304,322,318,330,322,330,318,333
YDR012W,516,514,537,515,542,486,518,509,484,569,539,530,492,543,548,548,544
YDR013W,195,195,271,256,179,220,195,195,220,195,220,220,220,179,179,139,179
YDR014W,69,69,110,69,0,69,69,69,69,0,110,110,110,69,0,0,69
YDR016C,283,277,314,340,353,340,330,318,318,289,330,343,340,381,364,358,340
YDR017C,248,318,304,300,277,304,304,289,277,230,264,271,294,300,264,264,277
YDR018C,161,110,69,69,69,69,0,0,0,0,69,0,0,0,0,0,0
YDR019C,248,230,195,208,161,230,230,208,220,220,256,277,309,326,322,340,333
YDR020C,240,264,248,240,220,271,277,248,256,161,195,208,256,248,240,256,240
YDR022C,256,179,139,179,179,195,179,179,179,110,139,195,208,195,195,179,179
YDR025W,460,458,479,464,489,441,466,456,425,512,484,468,428,472,484,477,484
YDR029W,110,69,69,110,69,110,139,110,139,0,69,69,139,161,161,139,110
YDR033W,399,369,358,358,361,381,443,428,413,475,455,436,399,437,465,449,477
YDR035W,337,353,366,371,381,381,383,381,374,393,397,403,385,409,409,399,438
YDR038C,337,385,333,333,378,366,361,366,350,309,318,330,326,364,343,361,318
YDR039C,330,358,318,330,358,343,333,350,343,322,330,326,330,353,337,340,304
YDR042C,195,264,240,248,220,240,161,208,220,110,139,161,195,179,161,139,110
YDR044W,304,409,449,428,422,399,389,364,337,289,277,283,294,304,304,330,300
YDR045C,330,353,387,364,330,350,381,337,343,337,333,347,343,350,371,350,366
YDR046C,256,179,230,330,356,318,304,289,314,277,326,350,337,326,322,318,347
YDR048C,110,69,69,110,69,0,0,0,69,0,0,69,69,0,0,0,0
YDR050C,452,443,457,454,463,433,458,449,434,520,488,479,442,491,498,482,494
YDR055W,406,350,350,356,337,364,337,330,385,422,423,393,387,366,350,391,403
YDR057W,240,277,256,256,220,283,271,220,271,220,240,256,271,264,256,277,264
YDR058C,208,161,139,139,69,110,110,69,110,69,69,69,110,110,110,110,110
YDR059C,277,195,161,240,240,230,208,208,208,195,220,220,230,220,220,230,230
YDR060W,361,399,389,391,423,403,416,409,389,347,374,383,369,399,401,391,383
YDR064W,409,426,422,438,443,414,426,422,413,490,456,447,414,461,474,448,468
YDR065W,240,220,110,161,179,195,179,208,208,110,195,195,220,230,195,195,208
YDR070C,240,208,161,139,161,195,161,139,139,139,139,139,139,179,161,195,195
YDR071C,397,366,395,391,403,374,391,381,378,393,401,409,378,395,397,378,409
YDR074W,264,161,139,179,179,208,179,195,208,179,220,208,230,195,179,195,220
YDR076W,208,208,161,195,179,195,161,208,208,69,139,161,195,195,161,161,161
YDR079W,314,330,277,283,240,304,289,283,304,294,314,309,294,326,300,294,330
YDR080W,264,264,240,248,208,264,256,264,271,208,240,240,264,240,230,256,230
YDR082W,179,208,195,208,161,230,208,195,179,110,139,139,195,161,179,179,161
YDR083W,230,318,322,294,294,318,337,294,294,248,264,271,283,309,304,294,304
YDR085C,256,161,161,179,208,220,195,230,256,195,230,220,208,161,179,208,230
YDR091C,256,318,289,347,314,330,300,333,322,248,300,304,326,300,300,283,300
YDR094W,271,333,361,358,300,343,353,314,340,337,322,330,337,337,353,361,330
YDR097C,179,179,300,264,220,195,161,139,161,208,277,283,240,208,161,110,161
